"SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"ZNF141","7700","ENSG00000131127","zinc finger protein 141"
"WSB1","26118","ENSG00000109046","WD repeat and SOCS box containing 1"
"MYO1F","4542","ENSG00000142347","myosin IF"
"SIGLEC16","400709","ENSG00000161643","sialic acid binding Ig like lectin 16 (gene/pseudogene)"
"ZNF148","7707","ENSG00000163848","zinc finger protein 148"
"KIAA1257",NA,NA,NA
"TMEM229B","161145","ENSG00000198133","transmembrane protein 229B"
"ZDHHC24","254359","ENSG00000174165","zinc finger DHHC-type containing 24"
"ANKRD9","122416","ENSG00000156381","ankyrin repeat domain 9"
"ZNF726","730087","ENSG00000213967","zinc finger protein 726"
"C1orf216","127703","ENSG00000142686","chromosome 1 open reading frame 216"
"SAXO2","283726","ENSG00000188659","stabilizer of axonemal microtubules 2"
"HTD2","109703458","ENSG00000255154","hydroxyacyl-thioester dehydratase type 2"
"ZNF439","90594","ENSG00000171291","zinc finger protein 439"
"KIDINS220","57498","ENSG00000134313","kinase D interacting substrate 220"
"C2orf42","54980","ENSG00000115998","chromosome 2 open reading frame 42"
"SLC35A5","55032","ENSG00000138459","solute carrier family 35 member A5"
"SMIM26","388789","ENSG00000232388","small integral membrane protein 26"
"ABCG2","9429","ENSG00000118777","ATP binding cassette subfamily G member 2 (JR blood group)"
"DAPK3","1613","ENSG00000167657","death associated protein kinase 3"
"CC2D2B","387707","ENSG00000188649","coiled-coil and C2 domain containing 2B"
"ECT2","1894","ENSG00000114346","epithelial cell transforming 2"
"TMCO4","255104","ENSG00000162542","transmembrane and coiled-coil domains 4"
"SMIM27","100129250","ENSG00000235453","small integral membrane protein 27"
"NKTR","4820","ENSG00000114857","natural killer cell triggering receptor"
"RNF144A","9781","ENSG00000151692","ring finger protein 144A"
"PLPBP","11212","ENSG00000147471","pyridoxal phosphate binding protein"
"SETD2","29072","ENSG00000181555","SET domain containing 2, histone lysine methyltransferase"
"ATP6AP1L","92270",NA,"ATPase H+ transporting accessory protein 1 like (pseudogene)"
"TMEM161B","153396","ENSG00000164180","transmembrane protein 161B"
"KLHL24","54800","ENSG00000114796","kelch like family member 24"
"APOBEC3G","60489","ENSG00000239713","apolipoprotein B mRNA editing enzyme catalytic subunit 3G"
"SNRPN","6638","ENSG00000128739","small nuclear ribonucleoprotein polypeptide N"
"NSMCE2","286053","ENSG00000156831","NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase"
"LRRCC1","85444","ENSG00000133739","leucine rich repeat and coiled-coil centrosomal protein 1"
"PIBF1","10464","ENSG00000083535","progesterone immunomodulatory binding factor 1"
"SLC36A1","206358","ENSG00000123643","solute carrier family 36 member 1"
"TMCO3","55002","ENSG00000150403","transmembrane and coiled-coil domains 3"
"PRPF38B","55119","ENSG00000134186","pre-mRNA processing factor 38B"
"MFSD2A","84879","ENSG00000168389","MFSD2 lysolipid transporter A, lysophospholipid"
"ABCB6","10058","ENSG00000115657","ATP binding cassette subfamily B member 6 (LAN blood group)"
"ANKRD54","129138","ENSG00000100124","ankyrin repeat domain 54"
"RAB36","9609","ENSG00000100228","RAB36, member RAS oncogene family"
"DRAM2","128338","ENSG00000156171","DNA damage regulated autophagy modulator 2"
"HPS4","89781","ENSG00000100099","HPS4 biogenesis of lysosomal organelles complex 3 subunit 2"
"FAM118A","55007","ENSG00000100376","family with sequence similarity 118 member A"
"ENTPD7","57089","ENSG00000198018","ectonucleoside triphosphate diphosphohydrolase 7"
"NDUFAF7","55471","ENSG00000003509","NADH:ubiquinone oxidoreductase complex assembly factor 7"
"SGSM3","27352","ENSG00000100359","small G protein signaling modulator 3"
"SH3BP1","23616","ENSG00000100092","SH3 domain binding protein 1"
"ARL6IP6","151188","ENSG00000177917","ARF like GTPase 6 interacting protein 6"
"PBRM1","55193","ENSG00000163939","polybromo 1"
"SEMA3C","10512","ENSG00000075223","semaphorin 3C"
"ZNF654","55279","ENSG00000175105","zinc finger protein 654"
"ZMYM4","9202","ENSG00000146463","zinc finger MYM-type containing 4"
"PATJ","10207","ENSG00000132849","PATJ crumbs cell polarity complex component"
"ATXN7L2","127002","ENSG00000162650","ataxin 7 like 2"
"GPR89B","51463","ENSG00000188092","G protein-coupled receptor 89B"
"TMSB15B","286527","ENSG00000158427","thymosin beta 15B"
"TRMT44","152992","ENSG00000155275","tRNA methyltransferase 44 homolog"
"PIK3CD","5293","ENSG00000171608","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"DCPS","28960","ENSG00000110063","decapping enzyme, scavenger"
"SDCCAG8","10806","ENSG00000054282","SHH signaling and ciliogenesis regulator SDCCAG8"
"TRMT5","57570","ENSG00000126814","tRNA methyltransferase 5"
"MUS81","80198","ENSG00000172732","MUS81 structure-specific endonuclease subunit"
"EPB41L2","2037","ENSG00000079819","erythrocyte membrane protein band 4.1 like 2"
"SUPT3H","8464","ENSG00000196284","SPT3 homolog, SAGA and STAGA complex component"
"CFAP298","56683","ENSG00000159079","cilia and flagella associated protein 298"
"LATS1","9113","ENSG00000131023","large tumor suppressor kinase 1"
"ZGRF1","55345","ENSG00000138658","zinc finger GRF-type containing 1"
"NT5DC4","284958","ENSG00000144130","5'-nucleotidase domain containing 4"
"TFB1M","51106","ENSG00000029639","transcription factor B1, mitochondrial"
"TMX3","54495","ENSG00000166479","thioredoxin related transmembrane protein 3"
"PRPF3","9129","ENSG00000117360","pre-mRNA processing factor 3"
"LOC107984974","107984974","ENSG00000291063","SMAD specific E3 ubiquitin protein ligase 2 (SMURF2) pseudogene"
"MMS22L","253714","ENSG00000146263","MMS22 like, DNA repair protein"
"WDR27","253769","ENSG00000184465","WD repeat domain 27"
"BRAT1","221927","ENSG00000106009","BRCA1 associated ATM activator 1"
"FAM114A1","92689","ENSG00000197712","family with sequence similarity 114 member A1"
"LACC1","144811","ENSG00000179630","laccase domain containing 1"
"KRIT1","889","ENSG00000001631","KRIT1 ankyrin repeat containing"
"TXNDC15","79770","ENSG00000113621","thioredoxin domain containing 15"
"MSTO1","55154","ENSG00000125459","misato mitochondrial distribution and morphology regulator 1"
"SNX13","23161","ENSG00000071189","sorting nexin 13"
"GSAP","54103","ENSG00000186088","gamma-secretase activating protein"
"RHOBTB1","9886","ENSG00000072422","Rho related BTB domain containing 1"
"PYROXD1","79912","ENSG00000121350","pyridine nucleotide-disulphide oxidoreductase domain 1"
"WDR60",NA,NA,NA
"CFAP70","118491","ENSG00000156042","cilia and flagella associated protein 70"
"ZCCHC8","55596","ENSG00000033030","zinc finger CCHC-type containing 8"
"LMBR1","64327","ENSG00000105983","limb development membrane protein 1"
"ZSCAN25","221785","ENSG00000197037","zinc finger and SCAN domain containing 25"
"SFXN2","118980","ENSG00000156398","sideroflexin 2"
"SLC25A26","115286","ENSG00000144741","solute carrier family 25 member 26"
"ZNF789","285989","ENSG00000198556","zinc finger protein 789"
"TMEM272","283521","ENSG00000281106","transmembrane protein 272"
"VPS33A","65082","ENSG00000139719","VPS33A core subunit of CORVET and HOPS complexes"
"CAMK1D","57118","ENSG00000183049","calcium/calmodulin dependent protein kinase ID"
"STX2","2054","ENSG00000111450","syntaxin 2"
"TCIRG1","10312","ENSG00000110719","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
"IKZF4","64375","ENSG00000123411","IKAROS family zinc finger 4"
"IL15RA","3601","ENSG00000134470","interleukin 15 receptor subunit alpha"
"NSUN6","221078","ENSG00000241058","NOP2/Sun RNA methyltransferase 6"
"VAC14","55697","ENSG00000103043","VAC14 component of PIKFYVE complex"
"GDPD5","81544","ENSG00000158555","glycerophosphodiester phosphodiesterase domain containing 5"
"KIAA0753","9851","ENSG00000198920","KIAA0753"
"MS4A4E","643680","ENSG00000214787","membrane spanning 4-domains A4E"
"LARP4B","23185","ENSG00000107929","La ribonucleoprotein 4B"
"TMEM107","84314","ENSG00000179029","transmembrane protein 107"
"ABCF3","55324","ENSG00000161204","ATP binding cassette subfamily F member 3"
"ZDHHC11B","653082","ENSG00000206077","zinc finger DHHC-type containing 11B"
"MTHFD2L","441024","ENSG00000163738","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like"
"SPDYE18","100505767","ENSG00000205482","speedy/RINGO cell cycle regulator family member E18"
"TAPBPL","55080","ENSG00000139192","TAP binding protein like"
"NBPF19","101060226","ENSG00000271383","NBPF member 19"
"C2orf92","728537","ENSG00000228486","chromosome 2 open reading frame 92"
"YEATS2","55689","ENSG00000163872","YEATS domain containing 2"
"NBPF26","101060684","ENSG00000273136","NBPF member 26"
"LPAR1","1902","ENSG00000198121","lysophosphatidic acid receptor 1"
"ZNF292","23036","ENSG00000188994","zinc finger protein 292"
"C3orf86",NA,NA,NA
"NCBP1","4686","ENSG00000136937","nuclear cap binding protein subunit 1"
"TIA1","7072","ENSG00000116001","TIA1 cytotoxic granule associated RNA binding protein"
"SETX","23064","ENSG00000107290","senataxin"
"INTS6L","203522","ENSG00000165359","integrator complex subunit 6 like"
"POLI","11201","ENSG00000101751","DNA polymerase iota"
"ZNF100","163227","ENSG00000197020","zinc finger protein 100"
"FAM98C","147965","ENSG00000130244","family with sequence similarity 98 member C"
"PLEKHG2","64857","ENSG00000090924","pleckstrin homology and RhoGEF domain containing G2"
"GGT7","2686","ENSG00000131067","gamma-glutamyltransferase 7"
"TRAPPC10","7109","ENSG00000160218","trafficking protein particle complex subunit 10"
"RAPGEF2","9693","ENSG00000109756","Rap guanine nucleotide exchange factor 2"
"ZNF660-ZNF197","110354863","ENSG00000281709","ZNF660-ZNF197 readthrough"
"ZNF320","162967","ENSG00000182986","zinc finger protein 320"
"TELO2","9894","ENSG00000100726","telomere maintenance 2"
"CMC2","56942","ENSG00000103121","C-X9-C motif containing 2"
"TKFC","26007","ENSG00000149476","triokinase and FMN cyclase"
"LOC110384692","110384692","ENSG00000244207","complement C4A (Rodgers blood group)-like"
"DAZAP1","26528","ENSG00000071626","DAZ associated protein 1"
"EML2","24139","ENSG00000125746","EMAP like 2"
"CCDC91","55297","ENSG00000123106","coiled-coil domain containing 91"
"VEZT","55591","ENSG00000028203","vezatin, adherens junctions transmembrane protein"
"CARS2","79587","ENSG00000134905","cysteinyl-tRNA synthetase 2, mitochondrial"
"FUZ","80199","ENSG00000010361","fuzzy planar cell polarity protein"
"HSH2D","84941","ENSG00000196684","hematopoietic SH2 domain containing"
"RHOT2","89941","ENSG00000140983","ras homolog family member T2"
"STK4","6789","ENSG00000101109","serine/threonine kinase 4"
"RCBTB1","55213","ENSG00000136144","RCC1 and BTB domain containing protein 1"
"NUCB2","4925","ENSG00000070081","nucleobindin 2"
"TMEM18","129787","ENSG00000151353","transmembrane protein 18"
"SMIM30","401397","ENSG00000214194","small integral membrane protein 30"
"PTK2","5747","ENSG00000169398","protein tyrosine kinase 2"
"JUP","3728","ENSG00000173801","junction plakoglobin"
"PLEKHM1","9842","ENSG00000225190","pleckstrin homology and RUN domain containing M1"
"DENND3","22898","ENSG00000105339","DENN domain containing 3"
"ARSG","22901","ENSG00000141337","arylsulfatase G"
"DENND1A","57706","ENSG00000119522","DENN domain containing 1A"
"KYAT1","883","ENSG00000171097","kynurenine aminotransferase 1"
"DBP","1628","ENSG00000105516","D-box binding PAR bZIP transcription factor"
"XAF1","54739","ENSG00000132530","XIAP associated factor 1"
"DYM","54808","ENSG00000141627","dymeclin"
"FLCN","201163","ENSG00000154803","folliculin"
"SETD1B","23067","ENSG00000139718","SET domain containing 1B, histone lysine methyltransferase"
"NOM1","64434","ENSG00000146909","nucleolar protein with MIF4G domain 1"
"ZNF416","55659","ENSG00000083817","zinc finger protein 416"
"SHISA8","440829","ENSG00000234965","shisa family member 8"
"ZNF665","79788","ENSG00000197497","zinc finger protein 665"
"UCKL1","54963","ENSG00000198276","uridine-cytidine kinase 1 like 1"
"ASNSD1","54529","ENSG00000138381","asparagine synthetase domain containing 1"
"INTS10","55174","ENSG00000104613","integrator complex subunit 10"
"ZNF853","54753","ENSG00000236609","zinc finger protein 853"
"ABCD4","5826","ENSG00000119688","ATP binding cassette subfamily D member 4"
"C12orf49",NA,NA,NA
"UPF3A","65110","ENSG00000169062","UPF3A regulator of nonsense mediated mRNA decay"
"TIAM1","7074","ENSG00000156299","TIAM Rac1 associated GEF 1"
"CCDC191","57577","ENSG00000163617","coiled-coil domain containing 191"
"C19orf54",NA,NA,NA
"TMEM164","84187","ENSG00000157600","transmembrane protein 164"
"ST6GAL1","6480","ENSG00000073849","ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
"STAMBP","10617","ENSG00000124356","STAM binding protein"
"AKR1C1","1645","ENSG00000187134","aldo-keto reductase family 1 member C1"
"CBSL",NA,NA,NA
"RRAGB","10325","ENSG00000083750","Ras related GTP binding B"
"ANKMY1","51281","ENSG00000144504","ankyrin repeat and MYND domain containing 1"
"MTRF1","9617","ENSG00000120662","mitochondrial translation release factor 1"
"FAM192A",NA,NA,NA
"ZDHHC21","340481","ENSG00000175893","zinc finger DHHC-type palmitoyltransferase 21"
"ACSL3","2181","ENSG00000123983","acyl-CoA synthetase long chain family member 3"
"BICD1","636","ENSG00000151746","BICD cargo adaptor 1"
"ST3GAL5","8869","ENSG00000115525","ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
"FAM160B2",NA,NA,NA
"C1R","715","ENSG00000159403","complement C1r"
"OSGEPL1","64172","ENSG00000128694","O-sialoglycoprotein endopeptidase like 1"
"TUBGCP5","114791","ENSG00000275835","tubulin gamma complex component 5"
"PRPF40A","55660","ENSG00000196504","pre-mRNA processing factor 40 homolog A"
"GTF2H2C_2","730394","ENSG00000274675","GTF2H2 family member C, copy 2"
"SLC4A10","57282","ENSG00000144290","solute carrier family 4 member 10"
"LINGO2","158038","ENSG00000174482","leucine rich repeat and Ig domain containing 2"
"ANKRD36","375248","ENSG00000135976","ankyrin repeat domain 36"
"BRAF","673","ENSG00000157764","B-Raf proto-oncogene, serine/threonine kinase"
"REELD1","345051","ENSG00000250673","reeler domain containing 1"
"ERI1","90459","ENSG00000104626","exoribonuclease 1"
"OPA1","4976","ENSG00000198836","OPA1 mitochondrial dynamin like GTPase"
"PPARG","5468","ENSG00000132170","peroxisome proliferator activated receptor gamma"
"ZBTB25","7597","ENSG00000089775","zinc finger and BTB domain containing 25"
"RAF1","5894","ENSG00000132155","Raf-1 proto-oncogene, serine/threonine kinase"
"XPC","7508","ENSG00000154767","XPC complex subunit, DNA damage recognition and repair factor"
"PAWR","5074","ENSG00000177425","pro-apoptotic WT1 regulator"
"ITGB5","3693","ENSG00000082781","integrin subunit beta 5"
"CASP3","836","ENSG00000164305","caspase 3"
"NOD1","10392","ENSG00000106100","nucleotide binding oligomerization domain containing 1"
"MYC","4609","ENSG00000136997","MYC proto-oncogene, bHLH transcription factor"
"IRF1","3659","ENSG00000125347","interferon regulatory factor 1"
"VCP","7415","ENSG00000165280","valosin containing protein"
"RIPK1","8737","ENSG00000137275","receptor interacting serine/threonine kinase 1"
"SLC35E3","55508","ENSG00000175782","solute carrier family 35 member E3"
"MMP24OS","101410538","ENSG00000126005","MMP24 opposite strand"
"MMP24-AS1-EDEM2","111089941","ENSG00000088298","MMP24-AS1-EDEM2 readthrough"
"PDGFRB","5159","ENSG00000113721","platelet derived growth factor receptor beta"
"PPP2CA","5515","ENSG00000113575","protein phosphatase 2 catalytic subunit alpha"
"PRKAA1","5562","ENSG00000132356","protein kinase AMP-activated catalytic subunit alpha 1"
"HDAC3","8841","ENSG00000171720","histone deacetylase 3"
"C10orf143","387723","ENSG00000237489","chromosome 10 open reading frame 143"
"RPA1","6117","ENSG00000132383","replication protein A1"
"ABHD5","51099","ENSG00000011198","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
"ZNF66","7617","ENSG00000160229","zinc finger protein 66"
"TRAPPC2B","10597","ENSG00000256060","trafficking protein particle complex subunit 2B"
"CCDC30","728621","ENSG00000186409","coiled-coil domain containing 30"
"MFSD14C",NA,NA,NA
"ZNF738","148203","ENSG00000172687","zinc finger protein 738"
"NCBP2AS2","152217","ENSG00000270170","NCBP2 antisense 2 (head to head)"
"UBE2L5","171222","ENSG00000236444","ubiquitin conjugating enzyme E2 L5"
"MTLN","205251","ENSG00000175701","mitoregulin"
"BRD3OS","266655","ENSG00000235106","BRD3 opposite strand"
"NUTM2E","283008","ENSG00000228570","NUT family member 2E"
"RPSAP58",NA,NA,NA
"NPIPB12","440353","ENSG00000169203","nuclear pore complex interacting protein family member B12"
"NUDT4B","440672","ENSG00000177144","nudix hydrolase 4B"
"HIST2H3PS2",NA,NA,NA
"SPTB","6710","ENSG00000070182","spectrin beta, erythrocytic"
"ZNF487","642819","ENSG00000243660","zinc finger protein 487"
"ZC3H11B","643136","ENSG00000215817","zinc finger CCCH-type containing 11B"
"NPIPB2","729978","ENSG00000234719","nuclear pore complex interacting protein family member B2"
"LYNX1","66004","ENSG00000180155","Ly6/neurotoxin 1"
"LGALS3","3958","ENSG00000131981","galectin 3"
"EIF2S3B","255308","ENSG00000180574","eukaryotic translation initiation factor 2 subunit gamma B"
"DHX9","1660","ENSG00000135829","DExH-box helicase 9"
